ref_id,title,authors,year,venue,citation_count,doi,url,source,topic,apa_reference,abstract_excerpt
REF063,CSIRO Environmental Modelling Suite (EMS): scientific description of the optical and biogeochemical models (vB3p0),M. Baird; K. Wild-Allen; J. Parslow; M. Mongin; B. Robson; J. Skerratt; F. Rizwi; M. Soja‐Woźniak,2019,,40,10.5194/GMD-13-4503-2020,https://www.semanticscholar.org/paper/6b791ef92ae7193f8ab41010bc68d153506f3611,sentence_retry,,M. Baird; K. Wild-Allen; J. Parslow; M. Mongin; B. Robson; J. Skerratt; F. Rizwi; M. Soja‐Woźniak (2019). CSIRO Environmental Modelling Suite (EMS): scientific description of the optical and biogeochemical models (vB3p0). https://doi.org/10.5194/GMD-13-4503-2020,"Abstract. Since the mid-1990s, Australia's Commonwealth Science Industry and Research Organisation (CSIRO) has been developing a biogeochemical (BGC) model for coupling with a hydrodynamic and sediment model for application in estuaries, coastal waters and shelf seas. The suite of coupled models is referred to as the CSIRO Environmental Modelling Suite (EMS) and has been applied at tens of locations around the Australian continent. At a mature point in the BGC model's development, this paper pre"
REF064,A Comparative Machine Learning Study Identifies Light Gradient Boosting Machine (LightGBM) as the Optimal Model for Unveiling the Environmental Drivers of Yellowfin Tuna (Thunnus albacares) Distribution Using SHapley Additive exPlanations (SHAP) Analysis,Ling Yang; Weifeng Zhou; Cong Zhang; Fenghua Tang,2025,,2,10.3390/biology14111567,https://www.semanticscholar.org/paper/866d67fc759a1349de5c39561ac5b12f354301bf,sentence_retry,,Ling Yang; Weifeng Zhou; Cong Zhang; Fenghua Tang (2025). A Comparative Machine Learning Study Identifies Light Gradient Boosting Machine (LightGBM) as the Optimal Model for Unveiling the Environmental Drivers of Yellowfin Tuna (Thunnus albacares) Distribution Using SHapley Additive exPlanations (SHAP) Analysis. https://doi.org/10.3390/biology14111567,"Simple Summary Tuna fisheries are a vital source of global protein, making it important to understand the key environmental factors that influence their distribution. This study aimed to identify which environmental conditions most affect where yellowfin tuna gather in the western and central Pacific Ocean. Using integrated fishing log data and 24 multi-source environmental variables, we applied and compared 16 machine learning regression models. The Light Gradient Boosting Machine (LightGBM) pe"
REF065,Machine learning prediction of osteoarthritis risk from volatile organic compound exposure using SHAP interpretation in US adults,Shanbin Zheng; Jiaqing Zhu; Xun Cao; Zhiyuan Chen; Chao Zhang; Tianwei Xia; Jirong Shen,2025,,,10.1038/s41598-025-23050-7,https://www.semanticscholar.org/paper/96f14fd47b57a7f8f69067c91740fde6f20f144f,sentence_retry,,Shanbin Zheng; Jiaqing Zhu; Xun Cao; Zhiyuan Chen; Chao Zhang; Tianwei Xia; Jirong Shen (2025). Machine learning prediction of osteoarthritis risk from volatile organic compound exposure using SHAP interpretation in US adults. https://doi.org/10.1038/s41598-025-23050-7,"Exposure to volatile organic compounds (VOCs) is widespread and has been implicated in the pathogenesis of various chronic diseases. However, the specific relationship between VOC exposure and the risk of osteoarthritis (OA) remains poorly characterized. This study aimed to investigate the associations between a broad spectrum of VOC metabolites and OA risk, and to identify the most influential VOC metabolites. We analyzed data from the National Health and Nutrition Examination Survey (NHANES) 2"
REF066,The coffee berry borer: the centenary of a biological invasion in Brazil.,F. Infante; Jeanneth Pérez; Fernando E. Vega,2014,Brazilian journal of biology = Revista brasleira de biologia,29,10.1590/1519-6984.15913,https://www.semanticscholar.org/paper/1c9587ee2cceba77215e76d13e4027c12823dd8e,sentence_work,,F. Infante; Jeanneth Pérez; Fernando E. Vega (2014). The coffee berry borer: the centenary of a biological invasion in Brazil.. Brazilian journal of biology = Revista brasleira de biologia. https://doi.org/10.1590/1519-6984.15913,"(With 1 figure)One of the most important biological invasions of a tropical agroecosystem in the Americas commenced in 1913 in Brazil. Indigenous to Central Africa, the coffee berry borer, Hypothenemus hampei (Ferrari) (Coleoptera: Curculionidae), was introduced to the state of Sao Paulo in coffee seeds imported from the Democratic Republic of the Congo (Berthet, 1913). As growers were not familiar with this insect, it was not until 1924, when damage had become widespread, that the insect was re"
REF067,Multi-domain temporal patterns reveal stable community membership but dynamic interactions in the coastal microbiome,Elvira Rey Redondo; Wenqian Xu; Yangbing Xu; Ruixian Sun; Siu Hei Wan; Shara K. K. Leung; C. Yung,2025,,,10.1186/s40793-025-00803-5,https://www.semanticscholar.org/paper/2461015b5b1ee68bd46532331bdb696ca39a1db4,sentence_retry,,Elvira Rey Redondo; Wenqian Xu; Yangbing Xu; Ruixian Sun; Siu Hei Wan; Shara K. K. Leung; C. Yung (2025). Multi-domain temporal patterns reveal stable community membership but dynamic interactions in the coastal microbiome. https://doi.org/10.1186/s40793-025-00803-5,"Marine microbial communities drive global biogeochemical cycles and oceanic food webs, yet our understanding of their holistic temporal dynamics remains limited, particularly in the South China Sea. Most studies have focused on specific taxonomic groups or single temporal scales, leaving a gap in comprehensive, multi-domain, and multi-timescale analyses. Using an integrated multi-omics approach that combined metagenomic, metatranscriptomic, and metaviromic analyses, we conducted time-series samp"
REF068,Diversity and complexity of microbial communities from a chlor-alkali tailings dump,C. Zappelini; Battle Karimi; Julie Foulon; Laurence Lacercat-Didier; François Maillard; B. Valot; D. Blaudez; D. Cazaux,2015,,59,10.1016/J.SOILBIO.2015.08.008,https://www.semanticscholar.org/paper/e44b90097be9323dc964b715f013bd9f76bc4d49,sentence_work,,C. Zappelini; Battle Karimi; Julie Foulon; Laurence Lacercat-Didier; François Maillard; B. Valot; D. Blaudez; D. Cazaux (2015). Diversity and complexity of microbial communities from a chlor-alkali tailings dump. https://doi.org/10.1016/J.SOILBIO.2015.08.008,
REF069,"Frequent Drivers, Occasional Passengers: Signals of Symbiont-Driven Seasonal Adaptation and Hitchhiking in the Pea Aphid, Acyrthosiphon pisum",Melissa Carpenter; Linyao Peng; Andrew H. Smith; Jonah N Joffe; Michael O'Connor; K. Oliver; J. Russell,2021,Insects,16,10.3390/insects12090805,https://www.semanticscholar.org/paper/a89eb5dbc9e2a7712522e02ce08cfac8afbeaf85,sentence_work,,"Melissa Carpenter; Linyao Peng; Andrew H. Smith; Jonah N Joffe; Michael O'Connor; K. Oliver; J. Russell (2021). Frequent Drivers, Occasional Passengers: Signals of Symbiont-Driven Seasonal Adaptation and Hitchhiking in the Pea Aphid, Acyrthosiphon pisum. Insects. https://doi.org/10.3390/insects12090805","Simple Summary Rapid adaptation has been observed for several insects, including a number of agricultural pests. In these instances, it is expected that variation in insect-encoded genes encodes the variable phenotypes being acted on by natural selection. However, in addition to the thousands of genes encoded in their genomes, many insects harbor maternally transmitted, symbiotic bacteria encoding hundreds to thousands of genes of their own. Variation in the genes or presence and absence of such"
REF070,Assessing the environmental risks of sulfonylurea pollutants: Insights into the risk priority and structure-toxicity relationships.,Zhi-Cong He; Tao Zhang; Xin-Fang Lu; Rui Li; Wei Peng; Fei Ding,2025,Ecotoxicology and Environmental Safety,7,10.1016/j.ecoenv.2025.117973,https://www.semanticscholar.org/paper/306bef6d0bbfb7e02c47902c68991f3506e952f4,sentence_work,,Zhi-Cong He; Tao Zhang; Xin-Fang Lu; Rui Li; Wei Peng; Fei Ding (2025). Assessing the environmental risks of sulfonylurea pollutants: Insights into the risk priority and structure-toxicity relationships.. Ecotoxicology and Environmental Safety. https://doi.org/10.1016/j.ecoenv.2025.117973,"Sulfonylureas are widely used herbicides globally; however, the health risks associated with exposure to these compounds are poorly understood. This study used fuzzy clustering to categorize 44 sulfonylurea compounds into three risk priority levels (I, II, and III) and further investigated their structure-toxicity relationships. The order of the risk priority levels was level I＜level II＜level III. The pecking order of protein affinity was on the order of 104 M-1, which was consistent with the or"
REF071,Competition between ocean thermal structure and tropical cyclone characteristics modulates ocean environmental responses in the Yellow and Bohai Seas.,Xiuting Wang; Jiagen Li; Liang Sun; Mengyuan Xu; Haihua Liu; Rui Liu,2024,Marine Environmental Research,4,10.1016/j.marenvres.2024.106444,https://www.semanticscholar.org/paper/07513620ddd2bb7c95d7f3e7a3523f3e83b81000,sentence_work,,Xiuting Wang; Jiagen Li; Liang Sun; Mengyuan Xu; Haihua Liu; Rui Liu (2024). Competition between ocean thermal structure and tropical cyclone characteristics modulates ocean environmental responses in the Yellow and Bohai Seas.. Marine Environmental Research. https://doi.org/10.1016/j.marenvres.2024.106444,"To study the environmental responses of tropical cyclones (TCs) in continental shelf regions, TCs passing over the Yellow Sea and Bohai Sea (YBS) during 2002-2020 were investigated, with a special focus on how competition between ocean thermal structure and TC characteristics modulates ocean surface changes. The spatial distributions of the climatic mixed layer depth (MLD), accumulated wind forcing power index (WPi), accumulated sea surface temperature (SST) changes and accumulated chlorophyll ("
REF072,3D Terrain Mapping and Filtering From Coarse-Resolution Data Cubes Extracted From Real-Aperture 94-GHz Radar,W. Harcourt; D. Macfarlane; Duncan A. Robertson,2023,,5,10.1109/TGRS.2024.3353676,https://www.semanticscholar.org/paper/bf28e0de5e0d1f7fb5cd3878ff85964ae4990991,sentence_retry,,W. Harcourt; D. Macfarlane; Duncan A. Robertson (2023). 3D Terrain Mapping and Filtering From Coarse-Resolution Data Cubes Extracted From Real-Aperture 94-GHz Radar. https://doi.org/10.1109/TGRS.2024.3353676,"Accurate, high-resolution 3-D mapping of environmental terrain is critical in a range of disciplines. In this study, we develop a new technique, called the PCFilt-94 algorithm, to extract 3-D point clouds from coarse-resolution millimeter-wave radar data cubes and quantify their associated uncertainties. A technique to noncoherently average neighboring waveforms surrounding each AVTIS2 range profile was developed to reduce speckles and was found to reduce point cloud uncertainty by 13% at long r"
REF073,"Physiological and Metabolic Effects of Limnospira maxima Inclusion in Fish Feed on the Liver, Intestine, and Fillet of Juvenile Nile Tilapia (Oreochromis niloticus)",Layon Carvalho de Assis; Daniel Kurpan; S. P. D. Araújo; Wassali Valadares de Sousa; Arthur Costa Santos; Bruna de Lemos Novo; Raphael de Oliveira Ribeiro; Carolina S. Ferreira,2026,,,10.3390/ani16060889,https://www.semanticscholar.org/paper/c07a62be5a807f6ab4fd95be7fb1252cd8bc6807,sentence_retry,,"Layon Carvalho de Assis; Daniel Kurpan; S. P. D. Araújo; Wassali Valadares de Sousa; Arthur Costa Santos; Bruna de Lemos Novo; Raphael de Oliveira Ribeiro; Carolina S. Ferreira (2026). Physiological and Metabolic Effects of Limnospira maxima Inclusion in Fish Feed on the Liver, Intestine, and Fillet of Juvenile Nile Tilapia (Oreochromis niloticus). https://doi.org/10.3390/ani16060889","Simple Summary Aquaculture is a fundamentally important sector of the global food supply, but it is also environmentally intensive. Conventionally used feed ingredients stand out among the factors that contribute to its high environmental footprint. For instance, fishmeal and fish oil rely on overexploited wild fisheries, while soybeans compete with human food resources. This study investigated how partially replacing fishmeal with the microalga Spirulina affects the morphophysiology and metabol"
REF074,Ecological mechanisms of microbial assembly in clonal plant Glechoma longituba: from soil to endosphere,Yunshi Li; Na Qu; Shuang Li; Huaizhe Zhou; Ming Yue,2025,,9,10.1128/aem.00336-25,https://www.semanticscholar.org/paper/af0cc44b344895936c3663bd79bf904a74d9d48b,sentence_retry,,Yunshi Li; Na Qu; Shuang Li; Huaizhe Zhou; Ming Yue (2025). Ecological mechanisms of microbial assembly in clonal plant Glechoma longituba: from soil to endosphere. https://doi.org/10.1128/aem.00336-25,"ABSTRACT Climate change presents significant challenges to plant growth and reproduction. Clonal plants, with low genetic diversity, are particularly vulnerable due to their limited adaptive capacity. Plant-associated microbiomes can play a crucial role in enhancing clonal plant survival and adaptability, yet the mechanisms governing microbial community assembly along the soil-episphere-endosphere continuum remain unclear. In this study, we investigated microbial community assembly patterns in t"
REF075,Consistent community assembly but contingent species pool effects drive β‐diversity patterns of multiple microbial groups in desert biocrust systems,Lin Xu; Xiangzheng Li; Xin Tang; Yongping Kou; Chaonan Li; Jiabao Li; Minjie Yao; Bingchang Zhang,2024,Molecular Ecology,11,10.1111/mec.17386,https://www.semanticscholar.org/paper/1f4787f2de3c3fa859e1dce2361fc8d49e705cab,topic_search,environmental filtering,Lin Xu; Xiangzheng Li; Xin Tang; Yongping Kou; Chaonan Li; Jiabao Li; Minjie Yao; Bingchang Zhang (2024). Consistent community assembly but contingent species pool effects drive β‐diversity patterns of multiple microbial groups in desert biocrust systems. Molecular Ecology. https://doi.org/10.1111/mec.17386,"One of the key goals of ecology is to understand how communities are assembled. The species co‐existence theory suggests that community β‐diversity is influenced by species pool and community assembly processes, such as environmental filtering, dispersal events, ecological drift and biotic interactions. However, it remains unclear whether there are similar β‐diversity patterns among different soil microbial groups and whether all these mechanisms play significant roles in mediating β‐diversity p"
REF076,Spatial distribution pattern across multiple microbial groups along an environmental stress gradient in tobacco soil,Pengfei Li; Tianyang Xu; Qiulong Hu; S. Gu; Yishuai Yang; Zhengqiang Wang; Xiangdong Deng; Bin Wang,2023,Annals of Microbiology,8,10.1186/s13213-023-01717-8,https://www.semanticscholar.org/paper/8fc751046c2a52fff424eadead3562ac94380176,sentence_work,,Pengfei Li; Tianyang Xu; Qiulong Hu; S. Gu; Yishuai Yang; Zhengqiang Wang; Xiangdong Deng; Bin Wang (2023). Spatial distribution pattern across multiple microbial groups along an environmental stress gradient in tobacco soil. Annals of Microbiology. https://doi.org/10.1186/s13213-023-01717-8,"It has become commonplace to explore the spatial distribution patterns of microbial communities in natural ecosystems. However, few have looked at the responses of community diversity, structure, and assembly processes from different microbial groups to changes in environmental stress caused by altitude. We investigated the spatial and biogeographical patterns of different microbial groups, including bacteria, fungi, and protists, from tobacco soil along an altitudinal gradient to evaluate the i"
REF077,Factors Supporting a High Level of Understorey Plant Diversity in Ravine Forests (EU Priority Habitat Type),L. Kutnar; Anže Martin Pintar; A. Marinšek; Janez Kermavnar,2026,,1,10.3390/f17030370,https://www.semanticscholar.org/paper/7728117057bb8dd8f75b8fa36a14d6809f6a8916,sentence_retry,,L. Kutnar; Anže Martin Pintar; A. Marinšek; Janez Kermavnar (2026). Factors Supporting a High Level of Understorey Plant Diversity in Ravine Forests (EU Priority Habitat Type). https://doi.org/10.3390/f17030370,"In addition to being influenced by global drivers, forest herb-layer communities are also shaped by various local factors, such as topography, stand characteristics and soil properties. The responses of ground vegetation were studied in the ravine forests of a Natura 2000 site in eastern Slovenia. A high species richness of 218 plant species was observed in the herb layer, including some woody species. On average, 52.8 different plant species were recorded per plot. Species richness was signific"
REF078,"The abiotic and biotic environment together predict plant, mammal, and bird diversity and turnover across the United States",Amanda S. Gallinat; W. Pearse,2021,,,10.1101/2021.11.11.468263,https://www.semanticscholar.org/paper/30e49a6b34962c5fef85abeeeca9c36e2f634da0,sentence_retry,,"Amanda S. Gallinat; W. Pearse (2021). The abiotic and biotic environment together predict plant, mammal, and bird diversity and turnover across the United States. https://doi.org/10.1101/2021.11.11.468263","The distribution of taxonomic, phylogenetic, and functional biodiversity results from a combination of abiotic and biotic drivers which are scale dependent. Parsing the relative influence of these drivers is critical to understanding the processes underlying species assembly and generating predictions of biodiversity across taxonomic groups and for novel sites. However, doing so requires data that capture a spatial extent large enough to reflect broad-scale dynamics such as speciation and biogeo"
REF079,Zooplankton-associated Bacterial Communities are Dominated by Host-Specific Rather than Environmentally Random Taxa,Yuan Li; Dongyi Chen; Xia Liu; Yun Li; Feizhou Chen,2026,,1,10.1007/s00248-026-02702-9,https://www.semanticscholar.org/paper/4cf13ee0a3cc1033be4b892fd984a45ff2ba43af,sentence_retry,,Yuan Li; Dongyi Chen; Xia Liu; Yun Li; Feizhou Chen (2026). Zooplankton-associated Bacterial Communities are Dominated by Host-Specific Rather than Environmentally Random Taxa. https://doi.org/10.1007/s00248-026-02702-9,"Zooplankton-associated bacteria (ZA) are critical to freshwater ecosystems and host health, but their assembly mechanisms and core microbiota remain poorly understood. We surveyed lakes across different altitudes in China and collected Calanoida, applying gut-emptying treatments to obtain ZA and fecal bacteria (FB). In parallel, free-living (FL) and particle-attached bacteria (PA) were sampled from waters. All bacterial communities were analyzed using 16S rRNA amplicon sequencing to compare comm"
REF080,Plant Diversity and Interspecific Interactions in Desert-Oasis Transition Zones: Insights from the Badain Jilin Desert,Jinlong Chen; Pengju Zhang; Isaac Dennis Amoah,2025,,3,10.3390/su17031259,https://www.semanticscholar.org/paper/93e2c370004d25a9b50ab52f17ab56fb4b4b8ad5,sentence_retry,,Jinlong Chen; Pengju Zhang; Isaac Dennis Amoah (2025). Plant Diversity and Interspecific Interactions in Desert-Oasis Transition Zones: Insights from the Badain Jilin Desert. https://doi.org/10.3390/su17031259,"Plant species diversity and spatial distribution patterns are critical for understanding ecosystem dynamics in arid and fragile environments. This study investigates the diversity, spatial distribution, and interspecific associations of shrubs and herbaceous plants in the transition zone of the desert oasis located in the Hexi Corridor and southern edge of the Badanjilin Desert, China. Vegetation data were collected across sample plots spanning three counties in Zhangye City. Important values, d"
REF081,Generative AI-Empowered Semantic Twin Channel Model for ISAC,Yi Chen; Yatao Hu; Ming Li; Chong Han,2026,,,10.48550/arXiv.2601.15642,https://www.semanticscholar.org/paper/f5c664709279c5f83f04e4576a28717a8da48a9c,sentence_retry,,Yi Chen; Yatao Hu; Ming Li; Chong Han (2026). Generative AI-Empowered Semantic Twin Channel Model for ISAC. https://doi.org/10.48550/arXiv.2601.15642,"Integrated sensing and communication (ISAC) increasingly exposes a gap in today's channel modeling. Efficient statistical models focus on coarse communication-centric metrics, and therefore miss the weak but critical multipath signatures for sensing, whereas deterministic models are computationally inefficient to scale for system-level ISAC evaluation. This gap calls for a unifying abstraction that can couple what the environment means for sensing with how the channel behaves for communication, "
REF082,Energy efficiency and environmental aspects of the combustion of coal-water slurries with and without petrochemicals,G. Nyashina; G. Kuznetsov; P. Strizhak,2018,,62,10.1016/J.JCLEPRO.2017.12.023,https://www.semanticscholar.org/paper/3f65c125c4dffb997b15caba15c54c5bc397e944,sentence_work,,G. Nyashina; G. Kuznetsov; P. Strizhak (2018). Energy efficiency and environmental aspects of the combustion of coal-water slurries with and without petrochemicals. https://doi.org/10.1016/J.JCLEPRO.2017.12.023,
REF083,Reaction of zoning of garnet,T. Loomis,1975,,40,10.1007/BF00401458,https://www.semanticscholar.org/paper/c6e7ba51c304f94bc3d76fbad21642928991a10c,sentence_work,,T. Loomis (1975). Reaction of zoning of garnet. https://doi.org/10.1007/BF00401458,
